county,fips_code,pop_density,state,total_pop
Autauga County,1001,35.8534189940189,Alabama,55200
Baldwin County,1003,50.5415035640023,Alabama,208107
Barbour County,1005,11.247981205619,Alabama,25782
Bibb County,1007,13.9731140005546,Alabama,22527
Blount County,1009,34.5158164233531,Alabama,57645
Bullock County,1011,6.41761954967603,Alabama,10352
Butler County,1013,9.95277078503475,Alabama,20025
Calhoun County,1015,73.3486880019654,Alabama,115098
Chambers County,1017,21.8926380821564,Alabama,33826
Cherokee County,1019,18.0333282957246,Alabama,25853
Chilton County,1021,24.4806693894376,Alabama,43930
Choctaw County,1023,5.52650860439243,Alabama,13075
Clarke County,1025,7.60313165232808,Alabama,24387
Clay County,1027,8.55233134503563,Alabama,13378
Cleburne County,1029,10.2973539136845,Alabama,14938
Coffee County,1031,29.1646729138119,Alabama,51288
Colbert County,1033,35.4969499814872,Alabama,54495
Conecuh County,1035,5.68299517064302,Alabama,12514
Coosa County,1037,6.43888528179168,Alabama,10855
Covington County,1039,13.9937034591157,Alabama,37351
Crenshaw County,1041,8.79227330633629,Alabama,13865
Cullman County,1043,43.252675634723,Alabama,82313
Dale County,1045,33.893125488288,Alabama,49255
Dallas County,1047,15.7910333786488,Alabama,40029
DeKalb County,1049,35.3757798349071,Alabama,71200
Elmore County,1051,50.7014402097701,Alabama,81212
Escambia County,1053,15.247648981167,Alabama,37328
Etowah County,1055,74.2505481228132,Alabama,102939
Fayette County,1057,10.201801349626,Alabama,16585
Franklin County,1059,19.2113561545785,Alabama,31542
Geneva County,1061,17.8043158513833,Alabama,26491
Greene County,1063,5.02810013073651,Alabama,8426
Hale County,1065,8.92555700068266,Alabama,14887
Henry County,1067,11.7696657362901,Alabama,17124
Houston County,1069,69.4820926648789,Alabama,104352
Jackson County,1071,18.6584828351285,Alabama,52094
Jefferson County,1073,229.251338127605,Alabama,659892
Lamar County,1075,8.89409702789082,Alabama,13933
Lauderdale County,1077,53.5128223620641,Alabama,92585
Lawrence County,1079,18.5430504610001,Alabama,33171
Lee County,1081,101.227864438246,Alabama,159287
Limestone County,1083,64.1614968844402,Alabama,93052
Lowndes County,1085,5.52043597931141,Alabama,10236
Macon County,1087,12.0835405513515,Alabama,19054
Madison County,1089,172.227500046414,Alabama,357560
Marengo County,1091,7.72210160787143,Alabama,19538
Marion County,1093,15.5852067273234,Alabama,29965
Marshall County,1095,64.921822989232,Alabama,95145
Mobile County,1097,130.229928949949,Alabama,414659
Monroe County,1099,8.09796562551444,Alabama,21512
Montgomery County,1101,111.578217285862,Alabama,226941
Morgan County,1103,79.3822306638455,Alabama,119122
Perry County,1105,5.08932713103056,Alabama,9486
Pickens County,1107,8.89134644415793,Alabama,20298
Pike County,1109,19.1899851374734,Alabama,33403
Randolph County,1111,15.013142302193,Alabama,22574
Russell County,1113,35.05587425982,Alabama,58213
St. Clair County,1115,53.3705840032232,Alabama,87306
Shelby County,1117,103.859038845622,Alabama,211261
Sumter County,1119,5.5470144040799,Alabama,12985
Talladega County,1121,42.219157364741,Alabama,80565
Tallapoosa County,1123,21.8969584604702,Alabama,40636
Tuscaloosa County,1125,60.2784113409828,Alabama,206213
Walker County,1127,31.480176797023,Alabama,64493
Washington County,1129,5.94877180648605,Alabama,16643
Wilcox County,1131,4.69736954024345,Alabama,10809
Winston County,1133,15.038338282957,Alabama,23875
Aleutians East Borough,2013,0.18931798413723,Alaska,3425
Aleutians West Census Area,2016,0.505471803211635,Alaska,5750
Anchorage Municipality,2020,67.0002918813575,Alaska,296112
Bethel Census Area,2050,0.171435928666343,Alaska,18040
Bristol Bay Borough,2060,0.712955928457051,Alaska,890
Denali Borough,2068,0.0681951983542993,Alaska,2232
Dillingham Census Area,2070,0.104785321760152,Alaska,4975
Fairbanks North Star Borough,2090,5.24949098254823,Alaska,99653
Haines Borough,2100,0.415544893969977,Alaska,2518
Hoonah-Angoon Census Area,2105,0.125547899224925,Alaska,2132
Juneau City and Borough,2110,4.61661018835993,Alaska,32330
Kenai Peninsula Borough,2122,1.40288530686126,Alaska,58220
Ketchikan Gateway Borough,2130,1.0973632644438,Alaska,13804
Kodiak Island Borough,2150,0.796616253836105,Alaska,13649
Kusilvak Census Area,2158,0.185386083250832,Alaska,8198
Lake and Peninsula Borough,2164,0.0222154125511112,Alaska,1375
Matanuska-Susitna Borough,2170,1.61641230138181,Alaska,103464
Nome Census Area,2180,0.166814790483156,Alaska,9925
North Slope Borough,2185,0.0425856311115024,Alaska,9797
Northwest Arctic Borough,2188,0.0837655920658693,Alaska,7734
Petersburg Borough,2195,0.433274537534888,Alaska,3255
Prince of Wales-Hyder Census Area,2198,0.474963699740084,Alaska,6474
Sitka City and Borough,2220,1.17552014159081,Alaska,8738
Skagway Municipality,2230,0.944050024664486,Alaska,1061
Southeast Fairbanks Census Area,2240,0.106951726969006,Alaska,6876
Valdez-Cordova Census Area,2261,0.104936772956997,Alaska,9301
Wrangell City and Borough,2275,0.375226755408205,Alaska,2484
Yakutat City and Borough,2282,0.0348963251396459,Alaska,689
Yukon-Koyukuk Census Area,2290,0.0143620751775343,Alaska,5415
Apache County,4001,2.4661635471983,Arizona,71522
Cochise County,4003,7.9091600308276,Arizona,126279
Coconino County,4005,2.9077305777695,Arizona,140217
Gila County,4007,4.33330667751936,Arizona,53400
Graham County,4009,3.16377107795328,Arizona,37879
Greenlee County,4011,1.99216003069318,Arizona,9504
La Paz County,4012,1.77630223819669,Arizona,20701
Maricopa County,4013,178.541173990963,Arizona,4253913
Mohave County,4015,5.97711349615256,Arizona,206064
Navajo County,4017,4.21826164424761,Arizona,108705
Pima County,4019,42.8548311026477,Arizona,1019722
Pinal County,4021,30.2012780665733,Arizona,419721
Santa Cruz County,4023,14.5410811200168,Arizona,46584
Yavapai County,4025,10.677147061634,Arizona,224645
Yuma County,4027,14.5527021726827,Arizona,207829
Arkansas County,5001,7.07723545354986,Arkansas,18124
Ashley County,5003,8.56899957694753,Arkansas,20537
Baxter County,5005,28.7152710674774,Arkansas,41219
Benton County,5007,117.977455778265,Arkansas,258980
Boone County,5009,24.4020453612755,Arkansas,37288
Bradley County,5011,6.51079736886142,Arkansas,10948
Calhoun County,5013,3.19537992240791,Arkansas,5202
Carroll County,5015,17.0918030867579,Arkansas,27887
Chicot County,5017,6.48720533961788,Arkansas,10826
Clark County,5019,9.97935794884845,Arkansas,22385
Clay County,5021,9.09362902300879,Arkansas,15061
Cleburne County,5023,17.5920794960845,Arkansas,25230
Cleveland County,5025,5.31308376264506,Arkansas,8226
Columbia County,5027,12.0430090148183,Arkansas,23892
Conway County,5029,14.6161703137298,Arkansas,20906
Craighead County,5031,57.701239773158,Arkansas,105701
Crawford County,5033,40.7996871120115,Arkansas,62472
Crittenden County,5035,31.0060680601584,Arkansas,49013
Cross County,5037,10.6475618813098,Arkansas,16998
Dallas County,5039,4.2996258215917,Arkansas,7432
Desha County,5041,5.97498329534256,Arkansas,11887
Drew County,5043,8.62389556526047,Arkansas,18502
Faulkner County,5045,72.9467914658334,Arkansas,122416
Franklin County,5047,11.2751845642444,Arkansas,17780
Fulton County,5049,7.58160811844068,Arkansas,12139
Garland County,5051,55.9998517852055,Arkansas,98296
Grant County,5053,11.0524158192483,Arkansas,18086
Greene County,5055,29.8241054091558,Arkansas,44623
Hempstead County,5057,11.6851730245058,Arkansas,22018
Hot Spring County,5059,21.0370307484283,Arkansas,33520
Howard County,5061,8.78324092031978,Arkansas,13389
Independence County,5063,18.8332181709132,Arkansas,37264
Izard County,5065,9.01718938852684,Arkansas,13559
Jackson County,5067,10.4911935334858,Arkansas,17225
